con_id,month,year,unitsconsumed,assessment,totalcollection,category,billdate
1104020847,12,2018,27,150,0,DS1,12/1/2018
1104021364,1,2018,42,70,0,DS1,1/1/2018
1104021364,2,2018,23,112,67,DS1,2/1/2018
1104021364,3,2018,34,153,0,DS1,3/1/2018
1104021364,4,2018,NA,NA,NA,DS1,4/1/2018
1104021364,5,2018,47,106,0,DS1,5/1/2018
1104021364,6,2018,32,152,0,DS1,6/1/2018
1104021364,7,2018,48,209,209,DS1,7/1/2018
1104021364,8,2018,35,145,0,DS1,8/1/2018
1104021364,9,2018,12,87,87,DS1,9/1/2018
1104021364,10,2018,20,110,108,DS1,10/1/2018
1104021364,11,2018,23,117,0,DS1,11/1/2018
1104021364,12,2018,133,387,0,DS1,12/1/2018
10150001407,1,2018,80,423,0,DS1,1/1/2018
10150001407,2,2018,80,365,0,DS1,2/1/2018
10150001407,3,2018,80,369,0,DS1,3/1/2018
10150001407,4,2018,NA,NA,NA,DS1,4/1/2018
10150001407,5,2018,210,747,0,DS1,5/1/2018
10150001407,6,2018,NA,NA,NA,DS1,6/1/2018
10150001407,7,2018,210,765,0,DS1,7/1/2018
10150001407,8,2018,105,486,0,DS1,8/1/2018
10150001407,9,2018,105,396,0,DS1,9/1/2018
10150001407,10,2018,105,504,0,DS1,10/1/2018
10150001407,11,2018,105,512,0,DS1,11/1/2018
10150001407,12,2018,105,409,0,DS1,12/1/2018
10150003496,1,2018,47,194,0,DS1,1/1/2018
10150003496,2,2018,58,221,0,DS1,2/1/2018
10150003496,3,2018,72,272,0,DS1,3/1/2018
10150003496,4,2018,NA,NA,NA,DS1,4/1/2018
10150003496,5,2018,145,583,583,DS1,5/1/2018
10150003496,6,2018,NA,NA,NA,DS1,6/1/2018
10150003496,7,2018,87,332,0,DS1,7/1/2018
10150003496,8,2018,74,293,0,DS1,8/1/2018
10150003496,9,2018,39,170,0,DS1,9/1/2018
10150003496,10,2018,54,236,0,DS1,10/1/2018
10150003496,11,2018,58,237,237,DS1,11/1/2018
10150003496,12,2018,30,134,0,DS1,12/1/2018
10150007901,1,2018,38,203,0,DS1,1/1/2018
10150007901,2,2018,54,325,0,DS1,2/1/2018
10150007901,3,2018,43,227,0,DS1,3/1/2018
10150007901,4,2018,NA,NA,NA,DS1,4/1/2018
10150007901,5,2018,NA,NA,NA,DS1,5/1/2018
10150007901,6,2018,NA,NA,NA,DS1,6/1/2018
10150007901,7,2018,169,931,0,DS1,7/1/2018
10150007901,8,2018,67,411,0,DS1,8/1/2018
10150007901,9,2018,NA,NA,NA,DS1,9/1/2018
10150007901,10,2018,73,443,0,DS1,10/1/2018
10150007901,11,2018,50,360,0,DS1,11/1/2018
10150007901,12,2018,48,274,0,DS1,12/1/2018
10150007959,1,2018,38,168,168,DS1,1/1/2018
10150007959,2,2018,23,102,81,DS1,2/1/2018
10150007959,3,2018,29,127,0,DS1,3/1/2018
10150007959,4,2018,NA,NA,NA,DS1,4/1/2018
10150007959,5,2018,57,264,262,DS1,5/1/2018
10150007959,6,2018,36,162,160,DS1,6/1/2018
10150007959,7,2018,NA,NA,NA,DS1,7/1/2018
10150007959,8,2018,39,174,172,DS1,8/1/2018
10150007959,9,2018,34,152,150,DS1,9/1/2018
10150007959,10,2018,36,161,160,DS1,10/1/2018
10150007959,11,2018,39,174,170,DS1,11/1/2018
10150007959,12,2018,32,143,140,DS1,12/1/2018
10150015983,1,2018,53,238,0,DS1,1/1/2018
10150015983,2,2018,43,205,0,DS1,2/1/2018
10150015983,3,2018,44,213,0,DS1,3/1/2018
10150015983,4,2018,NA,NA,NA,DS1,4/1/2018
10150015983,5,2018,NA,NA,NA,DS1,5/1/2018
10150015983,6,2018,NA,NA,NA,DS1,6/1/2018
10150015983,7,2018,178,816,0,DS1,7/1/2018
10150015983,8,2018,NA,NA,NA,DS1,8/1/2018
10150015983,9,2018,63,320,0,DS1,9/1/2018
10150015983,10,2018,60,315,0,DS1,10/1/2018
10150015983,11,2018,57,310,0,DS1,11/1/2018
10150015983,12,2018,43,216,0,DS1,12/1/2018
10140024004,1,2018,23,112,0,DS1,1/1/2018
10140024004,2,2018,1,44,44,DS1,2/1/2018
10140024004,3,2018,13,79,77,DS1,3/1/2018
10140024004,4,2018,NA,NA,NA,DS1,4/1/2018
10140024004,5,2018,115,442,435,DS1,5/1/2018
10140024004,6,2018,42,169,0,DS1,6/1/2018
10140024004,7,2018,NA,NA,NA,DS1,7/1/2018
10140024004,8,2018,88,340,0,DS1,8/1/2018
10140024004,9,2018,143,523,523,DS1,9/1/2018
10140024004,10,2018,9,78,0,DS1,10/1/2018
10140024004,11,2018,26,130,130,DS1,11/1/2018
10140024004,12,2018,14,90,0,DS1,12/1/2018
10140048583,1,2018,1332,3872,0,DS1,1/1/2018
10140048583,2,2018,1,101,0,DS1,2/1/2018
10140048583,3,2018,5,106,106,DS1,3/1/2018
10140048583,4,2018,8,108,108,DS1,4/1/2018
10140048583,5,2018,19,115,115,DS1,5/1/2018
10140048583,6,2018,45,185,0,DS1,6/1/2018
10140048583,7,2018,NA,NA,NA,DS1,7/1/2018
10140048583,8,2018,124,445,0,DS1,8/1/2018
10140048583,9,2018,32,160,0,DS1,9/1/2018
10140048583,10,2018,98,360,0,DS1,10/1/2018
10140048583,11,2018,17,126,126,DS1,11/1/2018
10140048583,12,2018,5,58,58,DS1,12/1/2018
10120006015,1,2018,52,210,210,DS1,1/1/2018
10120006015,2,2018,42,165,0,DS1,2/1/2018
10120006015,3,2018,46,185,0,DS1,3/1/2018
10120006015,4,2018,NA,NA,NA,DS1,4/1/2018
10120006015,5,2018,NA,NA,NA,DS1,5/1/2018
10120006015,6,2018,NA,NA,NA,DS1,6/1/2018
10120006015,7,2018,NA,NA,NA,DS1,7/1/2018
10120006015,8,2018,NA,NA,NA,DS1,8/1/2018
10120006015,9,2018,NA,NA,NA,DS1,9/1/2018
10120006015,10,2018,NA,NA,NA,DS1,10/1/2018
10120006015,11,2018,NA,NA,NA,DS1,11/1/2018
10120006015,12,2018,NA,NA,NA,DS1,12/1/2018
10120035190,1,2018,64,368,0,DS1,1/1/2018
10120035190,2,2018,NA,NA,NA,DS1,2/1/2018
10120035190,3,2018,52,327,0,DS1,3/1/2018
10120035190,4,2018,58,371,0,DS1,4/1/2018
10120035190,5,2018,NA,NA,NA,DS1,5/1/2018
10120035190,6,2018,NA,NA,NA,DS1,6/1/2018
10120035190,7,2018,NA,NA,NA,DS1,7/1/2018
10120035190,8,2018,NA,NA,NA,DS1,8/1/2018
10120035190,9,2018,NA,NA,NA,DS1,9/1/2018
10120035190,10,2018,NA,NA,NA,DS1,10/1/2018
10120035190,11,2018,NA,NA,NA,DS1,11/1/2018
10120035190,12,2018,NA,NA,NA,DS1,12/1/2018
10120037741,1,2018,35,265,0,DS1,1/1/2018
10120037741,2,2018,NA,NA,NA,DS1,2/1/2018
10120037741,3,2018,31,252,0,DS1,3/1/2018
10120037741,4,2018,NA,NA,NA,DS1,4/1/2018
10120037741,5,2018,NA,NA,NA,DS1,5/1/2018
10120037741,6,2018,NA,NA,NA,DS1,6/1/2018
10120037741,7,2018,NA,NA,NA,DS1,7/1/2018
10120037741,8,2018,NA,NA,NA,DS1,8/1/2018
10120037741,9,2018,NA,NA,NA,DS1,9/1/2018
10120037741,10,2018,NA,NA,NA,DS1,10/1/2018
10120037741,11,2018,NA,NA,NA,DS1,11/1/2018
10120037741,12,2018,NA,NA,NA,DS1,12/1/2018
10120090121,1,2018,5,160,0,DS1,1/1/2018
10120090121,2,2018,15,138,0,DS1,2/1/2018
10120090121,3,2018,87,378,0,DS1,3/1/2018
10120090121,4,2018,NA,NA,NA,DS1,4/1/2018
10120090121,5,2018,NA,NA,NA,DS1,5/1/2018
10120090121,6,2018,NA,NA,NA,DS1,6/1/2018
10120090121,7,2018,NA,NA,NA,DS1,7/1/2018
10120090121,8,2018,NA,NA,NA,DS1,8/1/2018
10120090121,9,2018,NA,NA,NA,DS1,9/1/2018
10120090121,10,2018,NA,NA,NA,DS1,10/1/2018
10120090121,11,2018,NA,NA,NA,DS1,11/1/2018
10120090121,12,2018,NA,NA,NA,DS1,12/1/2018
10150000657,1,2018,65,240,240,DS1,1/1/2018
10150000657,2,2018,63,233,230,DS1,2/1/2018
10150000657,3,2018,55,202,200,DS1,3/1/2018
10150000657,4,2018,NA,NA,NA,DS1,4/1/2018
10150000657,5,2018,141,535,530,DS1,5/1/2018
10150000657,6,2018,91,333,320,DS1,6/1/2018
10150000657,7,2018,73,271,267,DS1,7/1/2018
10150000657,8,2018,92,339,335,DS1,8/1/2018
10150000657,9,2018,118,122,114,DS1,9/1/2018
10150000657,10,2018,93,333,0,DS1,10/1/2018
10150000657,11,2018,68,268,268,DS1,11/1/2018
10150000657,12,2018,68,255,0,DS1,12/1/2018
10150006807,1,2018,147,209,0,DS1,1/1/2018
10150006807,2,2018,36,179,0,DS1,2/1/2018
10150006807,3,2018,36,179,0,DS1,3/1/2018
10150006807,4,2018,NA,NA,NA,DS1,4/1/2018
10150006807,5,2018,NA,NA,NA,DS1,5/1/2018
10150006807,6,2018,10,265,0,DS1,6/1/2018
10150006807,7,2018,134,559,0,DS1,7/1/2018
10150006807,8,2018,25,215,0,DS1,8/1/2018
10150006807,9,2018,30,236,0,DS1,9/1/2018
10150006807,10,2018,15,141,0,DS1,10/1/2018
10150006807,11,2018,22,163,0,DS1,11/1/2018
10150006807,12,2018,13,128,0,DS1,12/1/2018
10150007663,1,2018,20,97,97,DS1,1/1/2018
10150007663,2,2018,NA,NA,NA,DS1,2/1/2018
10150007663,3,2018,37,180,0,DS1,3/1/2018
10150007663,4,2018,31,164,0,DS1,4/1/2018
10150007663,5,2018,NA,NA,NA,DS1,5/1/2018
10150007663,6,2018,NA,NA,NA,DS1,6/1/2018
10150007663,7,2018,61,319,0,DS1,7/1/2018
10150007663,8,2018,25,144,144,DS1,8/1/2018
10150007663,9,2018,33,162,0,DS1,9/1/2018
10150007663,10,2018,21,105,105,DS1,10/1/2018
10150007663,11,2018,23,112,100,DS1,11/1/2018
10150007663,12,2018,27,133,0,DS1,12/1/2018
10150019788,1,2018,16,102,102,DS1,1/1/2018
10150019788,2,2018,NA,NA,NA,DS1,2/1/2018
10150019788,3,2018,20,129,129,DS1,3/1/2018
10150019788,4,2018,22,130,0,DS1,4/1/2018
10150019788,5,2018,NA,NA,NA,DS1,5/1/2018
10150019788,6,2018,NA,NA,NA,DS1,6/1/2018
10150019788,7,2018,45,261,0,DS1,7/1/2018
10150019788,8,2018,70,71,0,DS1,8/1/2018
10150019788,9,2018,31,166,0,DS1,9/1/2018
10150019788,10,2018,6,64,0,DS1,10/1/2018
10150019788,11,2018,14,93,0,DS1,11/1/2018
10150019788,12,2018,23,98,0,DS1,12/1/2018
10150047572,1,2018,3,52,0,DS1,1/1/2018
10150047572,2,2018,NA,NA,NA,DS1,2/1/2018
10150047572,3,2018,2,69,0,DS1,3/1/2018
10150047572,4,2018,8,86,0,DS1,4/1/2018
10150047572,5,2018,NA,NA,NA,DS1,5/1/2018
10150047572,6,2018,NA,NA,NA,DS1,6/1/2018
10150047572,7,2018,9,148,0,DS1,7/1/2018
10150047572,8,2018,4,61,0,DS1,8/1/2018
10150047572,9,2018,5,41,0,DS1,9/1/2018
10150047572,10,2018,NA,NA,NA,DS1,10/1/2018
10150047572,11,2018,109,415,0,DS1,11/1/2018
10150047572,12,2018,89,328,0,DS1,12/1/2018
10120062763,1,2018,21,144,0,DS1,1/1/2018
10120062763,2,2018,25,210,0,DS1,2/1/2018
10120062763,3,2018,20,143,0,DS1,3/1/2018
10120062763,4,2018,NA,NA,NA,DS1,4/1/2018
10120062763,5,2018,NA,NA,NA,DS1,5/1/2018
10120062763,6,2018,NA,NA,NA,DS1,6/1/2018
10120062763,7,2018,NA,NA,NA,DS1,7/1/2018
10120062763,8,2018,NA,NA,NA,DS1,8/1/2018
10120062763,9,2018,NA,NA,NA,DS1,9/1/2018
10120062763,10,2018,NA,NA,NA,DS1,10/1/2018
10120062763,11,2018,NA,NA,NA,DS1,11/1/2018
10120062763,12,2018,NA,NA,NA,DS1,12/1/2018
10150003806,1,2018,36,180,0,DS1,1/1/2018
10150003806,2,2018,37,189,0,DS1,2/1/2018
10150003806,3,2018,36,168,0,DS1,3/1/2018
10150003806,4,2018,48,255,0,DS1,4/1/2018
10150003806,5,2018,37,208,0,DS1,5/1/2018
10150003806,6,2018,44,241,0,DS1,6/1/2018
10150003806,7,2018,39,193,0,DS1,7/1/2018
10150003806,8,2018,34,175,0,DS1,8/1/2018
10150003806,9,2018,NA,NA,NA,DS1,9/1/2018
10150003806,10,2018,62,329,329,DS1,10/1/2018
10150003806,11,2018,NA,NA,NA,DS1,11/1/2018
10150003806,12,2018,85,355,350,DS1,12/1/2018
10150004043,1,2018,8,71,71,DS1,1/1/2018
10150004043,2,2018,9,74,72,DS1,2/1/2018
10150004043,3,2018,7,57,57,DS1,3/1/2018
10150004043,4,2018,11,97,95,DS1,4/1/2018
10150004043,5,2018,7,57,0,DS1,5/1/2018
10150004043,6,2018,NA,NA,NA,DS1,6/1/2018
10150004043,7,2018,18,150,150,DS1,7/1/2018
10150004043,8,2018,NA,NA,NA,DS1,8/1/2018
10150004043,9,2018,204,732,0,DS1,9/1/2018
10150004043,10,2018,97,359,359,DS1,10/1/2018
10150004043,11,2018,105,377,0,DS1,11/1/2018
10150004043,12,2018,103,375,0,DS1,12/1/2018
12720003890,1,2018,80,333,0,DS1,1/1/2018
12720003890,2,2018,80,320,0,DS1,2/1/2018
12720003890,3,2018,80,298,298,DS1,3/1/2018
12720003890,4,2018,NA,NA,NA,DS1,4/1/2018
12720003890,5,2018,210,608,0,DS1,5/1/2018
12720003890,6,2018,105,311,0,DS1,6/1/2018
12720003890,7,2018,NA,NA,NA,DS1,7/1/2018
12720003890,8,2018,NA,NA,NA,DS1,8/1/2018
12720003890,9,2018,NA,NA,NA,DS1,9/1/2018
12720003890,10,2018,210,613,0,DS1,10/1/2018
12720003890,11,2018,105,333,0,DS1,11/1/2018
12720003890,12,2018,105,320,320,DS1,12/1/2018
12720033566,1,2018,80,306,306,DS1,1/1/2018
12720033566,2,2018,80,302,0,DS1,2/1/2018
12720033566,3,2018,80,307,307,DS1,3/1/2018
12720033566,4,2018,NA,NA,NA,DS1,4/1/2018
12720033566,5,2018,210,595,0,DS1,5/1/2018
12720033566,6,2018,105,315,0,DS1,6/1/2018
12720033566,7,2018,105,311,311,DS1,7/1/2018
12720033566,8,2018,NA,NA,NA,DS1,8/1/2018
12720033566,9,2018,NA,NA,NA,DS1,9/1/2018
12720033566,10,2018,NA,NA,NA,DS1,10/1/2018
12720033566,11,2018,315,924,614,DS1,11/1/2018
12720033566,12,2018,105,302,0,DS1,12/1/2018
12720036702,1,2018,80,298,298,DS1,1/1/2018
12720036702,2,2018,80,298,0,DS1,2/1/2018
12720036702,3,2018,80,306,0,DS1,3/1/2018
12720036702,4,2018,105,315,0,DS1,4/1/2018
12720036702,5,2018,105,311,0,DS1,5/1/2018
12720036702,6,2018,105,298,298,DS1,6/1/2018
12720036702,7,2018,105,298,289,DS1,7/1/2018
12720036702,8,2018,NA,NA,NA,DS1,8/1/2018
12720036702,9,2018,210,604,0,DS1,9/1/2018
12720036702,10,2018,105,311,0,DS1,10/1/2018
12720036702,11,2018,105,315,315,DS1,11/1/2018
12720036702,12,2018,105,305,0,DS1,12/1/2018
12720087997,1,2018,112,444,0,DS1,1/1/2018
12720087997,2,2018,89,374,0,DS1,2/1/2018
12720087997,3,2018,86,339,0,DS1,3/1/2018
12720087997,4,2018,101,424,0,DS1,4/1/2018
12720087997,5,2018,90,369,0,DS1,5/1/2018
12720087997,6,2018,90,374,0,DS1,6/1/2018
12720087997,7,2018,54,249,0,DS1,7/1/2018
12720087997,8,2018,NA,NA,NA,DS1,8/1/2018
12720087997,9,2018,NA,NA,NA,DS1,9/1/2018
12720087997,10,2018,60,0,0,DS1,10/1/2018
12720087997,11,2018,NA,NA,NA,DS1,11/1/2018
12720087997,12,2018,47,431,0,DS1,12/1/2018
12720097715,1,2018,80,383,0,DS1,1/1/2018
12720097715,2,2018,80,392,392,DS1,2/1/2018
12720097715,3,2018,80,298,290,DS1,3/1/2018
12720097715,4,2018,80,298,290,DS1,4/1/2018
12720097715,5,2018,105,298,0,DS1,5/1/2018
12720097715,6,2018,105,302,0,DS1,6/1/2018
12720097715,7,2018,105,315,0,DS1,7/1/2018
12720097715,8,2018,NA,NA,NA,DS1,8/1/2018
12720097715,9,2018,210,622,0,DS1,9/1/2018
12720097715,10,2018,105,298,298,DS1,10/1/2018
12720097715,11,2018,105,302,0,DS1,11/1/2018
12720097715,12,2018,105,315,0,DS1,12/1/2018
10150017312,1,2018,32,171,0,DS1,1/1/2018
10150017312,2,2018,33,179,179,DS1,2/1/2018
10150017312,3,2018,24,111,0,DS1,3/1/2018
10150017312,4,2018,NA,NA,NA,DS1,4/1/2018
10150017312,5,2018,NA,NA,NA,DS1,5/1/2018
10150017312,6,2018,97,476,0,DS1,6/1/2018
10150017312,7,2018,NA,NA,NA,DS1,7/1/2018
10150017312,8,2018,40,209,0,DS1,8/1/2018
10150017312,9,2018,NA,NA,NA,DS1,9/1/2018
10150017312,10,2018,56,288,288,DS1,10/1/2018
10150017312,11,2018,45,207,104,DS1,11/1/2018
10150017312,12,2018,NA,NA,NA,DS1,12/1/2018
10150047125,1,2018,37,246,0,DS1,1/1/2018
10150047125,2,2018,3,30,0,DS1,2/1/2018
10150047125,3,2018,3,91,0,DS1,3/1/2018
10150047125,4,2018,26,237,0,DS1,4/1/2018
10150047125,5,2018,NA,NA,NA,DS1,5/1/2018
10150047125,6,2018,108,489,0,DS1,6/1/2018
10150047125,7,2018,NA,NA,NA,DS1,7/1/2018
10150047125,8,2018,103,506,0,DS1,8/1/2018
10150047125,9,2018,NA,NA,NA,DS1,9/1/2018
10150047125,10,2018,96,561,0,DS1,10/1/2018
10150047125,11,2018,49,338,0,DS1,11/1/2018
10150047125,12,2018,NA,NA,NA,DS1,12/1/2018
10150059828,1,2018,0,85,0,DS1,1/1/2018
10150059828,2,2018,0,44,0,DS1,2/1/2018
10150059828,3,2018,0,39,0,DS1,3/1/2018
10150059828,4,2018,NA,NA,NA,DS1,4/1/2018
10150059828,5,2018,NA,NA,NA,DS1,5/1/2018
10150059828,6,2018,NA,NA,NA,DS1,6/1/2018
10150059828,7,2018,432,1506,1506,DS1,7/1/2018
10150059828,8,2018,NA,NA,NA,DS1,8/1/2018
10150059828,9,2018,NA,NA,NA,DS1,9/1/2018
10150059828,10,2018,274,983,961,DS1,10/1/2018
10150059828,11,2018,118,444,437,DS1,11/1/2018
10150059828,12,2018,NA,NA,NA,DS1,12/1/2018
12730010467,1,2018,54,309,0,DS1,1/1/2018
12730010467,2,2018,793,2844,0,DS1,2/1/2018
12730010467,3,2018,54,293,293,DS1,3/1/2018
12730010467,4,2018,60,337,0,DS1,4/1/2018
12730010467,5,2018,40,202,0,DS1,5/1/2018
12730010467,6,2018,32,183,0,DS1,6/1/2018
12730010467,7,2018,77,407,0,DS1,7/1/2018
12730010467,8,2018,NA,NA,NA,DS1,8/1/2018
12730010467,9,2018,155,227,0,DS1,9/1/2018
12730010467,10,2018,42,301,0,DS1,10/1/2018
12730010467,11,2018,31,283,0,DS1,11/1/2018
12730010467,12,2018,52,350,0,DS1,12/1/2018
12730019255,1,2018,80,333,0,DS1,1/1/2018
12730019255,2,2018,80,320,0,DS1,2/1/2018
12730019255,3,2018,80,298,298,DS1,3/1/2018
12730019255,4,2018,105,306,0,DS1,4/1/2018
12730019255,5,2018,105,315,0,DS1,5/1/2018
12730019255,6,2018,105,311,0,DS1,6/1/2018
12730019255,7,2018,105,298,298,DS1,7/1/2018
12730019255,8,2018,NA,NA,NA,DS1,8/1/2018
12730019255,9,2018,105,315,315,DS1,9/1/2018
12730019255,10,2018,NA,NA,NA,DS1,10/1/2018
12730019255,11,2018,210,595,595,DS1,11/1/2018
12730019255,12,2018,105,298,0,DS1,12/1/2018
12730023051,1,2018,80,426,0,DS1,1/1/2018
12730023051,2,2018,80,366,0,DS1,2/1/2018
12730023051,3,2018,80,371,0,DS1,3/1/2018
12730023051,4,2018,80,453,0,DS1,4/1/2018
12730023051,5,2018,105,380,0,DS1,5/1/2018
12730023051,6,2018,105,471,0,DS1,6/1/2018
12730023051,7,2018,105,388,0,DS1,7/1/2018
12730023051,8,2018,NA,NA,NA,DS1,8/1/2018
12730023051,9,2018,NA,NA,NA,DS1,9/1/2018
12730023051,10,2018,210,895,0,DS1,10/1/2018
12730023051,11,2018,NA,NA,NA,DS1,11/1/2018
12730023051,12,2018,NA,NA,NA,DS1,12/1/2018
12730033788,1,2018,39,274,0,DS1,1/1/2018
12730033788,2,2018,26,168,0,DS1,2/1/2018
12730033788,3,2018,27,174,0,DS1,3/1/2018
12730033788,4,2018,37,289,0,DS1,4/1/2018
12730033788,5,2018,25,173,0,DS1,5/1/2018
12730033788,6,2018,34,278,0,DS1,6/1/2018
12730033788,7,2018,24,173,0,DS1,7/1/2018
12730033788,8,2018,NA,NA,NA,DS1,8/1/2018
12730033788,9,2018,30,203,0,DS1,9/1/2018
12730033788,10,2018,31,210,0,DS1,10/1/2018
12730033788,11,2018,31,212,0,DS1,11/1/2018
12730033788,12,2018,39,325,0,DS1,12/1/2018
10150029145,1,2018,163,79,0,DS1,1/1/2018
10150029145,2,2018,33,189,0,DS1,2/1/2018
10150029145,3,2018,41,218,0,DS1,3/1/2018
10150029145,4,2018,111,395,0,DS1,4/1/2018
10150029145,5,2018,54,342,0,DS1,5/1/2018
10150029145,6,2018,NA,NA,NA,DS1,6/1/2018
10150029145,7,2018,57,366,0,DS1,7/1/2018
10150029145,8,2018,11,221,0,DS1,8/1/2018
10150029145,9,2018,15,150,0,DS1,9/1/2018
10150029145,10,2018,11,145,145,DS1,10/1/2018
10150029145,11,2018,7,92,92,DS1,11/1/2018
10150029145,12,2018,4,57,57,DS1,12/1/2018
10150058191,1,2018,19,195,195,DS1,1/1/2018
10150058191,2,2018,24,193,193,DS1,2/1/2018
10150058191,3,2018,22,134,134,DS1,3/1/2018
10150058191,4,2018,62,323,0,DS1,4/1/2018
10150058191,5,2018,45,243,243,DS1,5/1/2018
10150058191,6,2018,NA,NA,NA,DS1,6/1/2018
10150058191,7,2018,60,292,0,DS1,7/1/2018
10150058191,8,2018,58,292,292,DS1,8/1/2018
10150058191,9,2018,66,277,277,DS1,9/1/2018
10150058191,10,2018,57,219,0,DS1,10/1/2018
10150058191,11,2018,122,265,265,DS1,11/1/2018
10150058191,12,2018,21,106,100,DS1,12/1/2018
12420043374,1,2018,9,70,70,DS1,1/1/2018
12420043374,2,2018,10,67,67,DS1,2/1/2018
12420043374,3,2018,12,75,0,DS1,3/1/2018
12420043374,4,2018,56,229,229,DS1,4/1/2018
12420043374,5,2018,46,183,179,DS1,5/1/2018
12420043374,6,2018,49,193,0,DS1,6/1/2018
12420043374,7,2018,40,166,166,DS1,7/1/2018
12420043374,8,2018,NA,NA,NA,DS1,8/1/2018
12420043374,9,2018,49,191,190,DS1,9/1/2018
12420043374,10,2018,43,171,171,DS1,10/1/2018
12420043374,11,2018,31,148,140,DS1,11/1/2018
12420043374,12,2018,5,65,0,DS1,12/1/2018
12420044202,1,2018,28,125,120,DS1,1/1/2018
12420044202,2,2018,72,266,266,DS1,2/1/2018
12420044202,3,2018,32,140,140,DS1,3/1/2018
12420044202,4,2018,NA,NA,NA,DS1,4/1/2018
12420044202,5,2018,75,308,302,DS1,5/1/2018
12420044202,6,2018,66,248,248,DS1,6/1/2018
12420044202,7,2018,NA,NA,NA,DS1,7/1/2018
12420044202,8,2018,NA,NA,NA,DS1,8/1/2018
12420044202,9,2018,51,203,0,DS1,9/1/2018
12420044202,10,2018,27,149,149,DS1,10/1/2018
12420044202,11,2018,50,196,196,DS1,11/1/2018
12420044202,12,2018,7,66,60,DS1,12/1/2018
12430012298,1,2018,11,68,68,DS1,1/1/2018
12430012298,2,2018,12,76,0,DS1,2/1/2018
12430012298,3,2018,16,100,0,DS1,3/1/2018
12430012298,4,2018,NA,NA,NA,DS1,4/1/2018
12430012298,5,2018,29,186,0,DS1,5/1/2018
12430012298,6,2018,17,115,0,DS1,6/1/2018
12430012298,7,2018,14,91,0,DS1,7/1/2018
12430012298,8,2018,NA,NA,NA,DS1,8/1/2018
12430012298,9,2018,NA,NA,NA,DS1,9/1/2018
12430012298,10,2018,NA,NA,NA,DS1,10/1/2018
12430012298,11,2018,139,638,0,DS1,11/1/2018
12430012298,12,2018,93,351,0,DS1,12/1/2018
1103000999,1,2018,80,368,0,DS1,1/1/2018
1103000999,2,2018,80,337,0,DS1,2/1/2018
1103000999,3,2018,80,386,0,DS1,3/1/2018
1103000999,4,2018,NA,NA,NA,DS1,4/1/2018
1103000999,5,2018,NA,NA,NA,DS1,5/1/2018
1103000999,6,2018,315,990,0,DS1,6/1/2018
1103000999,7,2018,105,310,0,DS1,7/1/2018
1103000999,8,2018,105,332,0,DS1,8/1/2018
1103000999,9,2018,NA,NA,NA,DS1,9/1/2018
1103000999,10,2018,210,638,0,DS1,10/1/2018
1103000999,11,2018,105,358,358,DS1,11/1/2018
1103000999,12,2018,105,329,0,DS1,12/1/2018
1103003310,1,2018,87,399,399,DS1,1/1/2018
1103003310,2,2018,72,285,0,DS1,2/1/2018
1103003310,3,2018,105,438,0,DS1,3/1/2018
1103003310,4,2018,NA,NA,NA,DS1,4/1/2018
1103003310,5,2018,171,752,0,DS1,5/1/2018
1103003310,6,2018,NA,NA,NA,DS1,6/1/2018
1103003310,7,2018,NA,NA,NA,DS1,7/1/2018
1103003310,8,2018,NA,NA,NA,DS1,8/1/2018
1103003310,9,2018,NA,NA,NA,DS1,9/1/2018
1103003310,10,2018,295,1348,0,DS1,10/1/2018
1103003310,11,2018,62,305,0,DS1,11/1/2018
1103003310,12,2018,62,272,0,DS1,12/1/2018
1103023551,1,2018,39,206,0,DS1,1/1/2018
1103023551,2,2018,NA,NA,NA,DS1,2/1/2018
1103023551,3,2018,40,223,0,DS1,3/1/2018
1103023551,4,2018,NA,NA,NA,DS1,4/1/2018
1103023551,5,2018,39,229,0,DS1,5/1/2018
1103023551,6,2018,NA,NA,NA,DS1,6/1/2018
1103023551,7,2018,NA,NA,NA,DS1,7/1/2018
1103023551,8,2018,64,350,0,DS1,8/1/2018
1103023551,9,2018,20,105,105,DS1,9/1/2018
1103023551,10,2018,19,100,0,DS1,10/1/2018
1103023551,11,2018,21,111,0,DS1,11/1/2018
1103023551,12,2018,NA,NA,NA,DS1,12/1/2018
10220010911,1,2018,160,721,0,DS1,1/1/2018
10220010911,2,2018,80,441,0,DS1,2/1/2018
10220010911,3,2018,80,374,0,DS1,3/1/2018
10220010911,4,2018,80,459,0,DS1,4/1/2018
10220010911,5,2018,105,383,0,DS1,5/1/2018
10220010911,6,2018,105,387,0,DS1,6/1/2018
10220010911,7,2018,NA,NA,NA,DS1,7/1/2018
10220010911,8,2018,210,783,0,DS1,8/1/2018
10220010911,9,2018,105,504,0,DS1,9/1/2018
10220010911,10,2018,105,405,0,DS1,10/1/2018
10220010911,11,2018,105,521,0,DS1,11/1/2018
10220010911,12,2018,105,414,0,DS1,12/1/2018
10220020253,1,2018,80,314,0,DS1,1/1/2018
10220020253,2,2018,80,310,0,DS1,2/1/2018
10220020253,3,2018,NA,NA,NA,DS1,3/1/2018
10220020253,4,2018,NA,NA,NA,DS1,4/1/2018
10220020253,5,2018,NA,NA,NA,DS1,5/1/2018
10220020253,6,2018,420,1224,0,DS1,6/1/2018
10220020253,7,2018,105,315,0,DS1,7/1/2018
10220020253,8,2018,105,342,0,DS1,8/1/2018
