CODE,Date,Log_DMSP,Log_GDP,Log_ELEC,Log_Population,Log_CO2,Poverty,Country,Latitude (average),Longitude (average),Status,Dictator
AFG,1992,4.71,NA,-0.26,16.44,14.17,NA,Afghanistan,33,65,NF,1
AFG,1993,3.86,NA,-0.32,16.51,14.13,NA,Afghanistan,33,65,NF,1
AFG,1994,4.4,NA,-0.29,16.58,14.09,NA,Afghanistan,33,65,NF,1
AFG,1995,4.38,NA,-0.38,16.64,14.05,NA,Afghanistan,33,65,NF,1
AFG,1996,4.18,NA,-0.48,16.68,14,NA,Afghanistan,33,65,NF,1
AFG,1997,4.01,NA,-0.57,16.71,13.92,NA,Afghanistan,33,65,NF,1
AFG,1998,4.4,NA,-0.64,16.73,13.87,NA,Afghanistan,33,65,NF,1
AFG,1999,4.2,NA,-0.65,16.76,13.63,NA,Afghanistan,33,65,NF,1
AFG,2000,4.87,NA,-0.63,16.8,13.57,NA,Afghanistan,33,65,NF,1
AFG,2001,4.48,0.9,-0.43,16.84,13.38,NA,Afghanistan,33,65,NF,1
AFG,2002,5.09,1.42,-0.3,16.88,13.7,NA,Afghanistan,33,65,NF,1
AFG,2003,4.59,1.52,-0.03,16.93,13.85,NA,Afghanistan,33,65,NF,1
AFG,2004,5.56,1.66,-0.07,16.97,13.77,NA,Afghanistan,33,65,NF,1
AFG,2005,5.61,1.84,-0.03,17.01,14.11,NA,Afghanistan,33,65,NF,1
AFG,2006,5.98,1.95,0.19,17.04,14.32,NA,Afghanistan,33,65,NF,1
AFG,2007,6.1,2.29,0.4,17.07,14.64,36.3,Afghanistan,33,65,NF,1
AFG,2008,5.86,2.32,0.36,17.09,15.25,NA,Afghanistan,33,65,NF,1
AFG,2009,6.06,2.52,0.71,17.12,15.73,NA,Afghanistan,33,65,NF,1
AFG,2010,6.69,2.77,0.89,17.15,15.95,NA,Afghanistan,33,65,NF,1
AFG,2011,6.58,2.88,1.11,17.18,16.32,35.8,Afghanistan,33,65,NF,1
AFG,2012,6.84,3.02,1.36,17.21,16.83,NA,Afghanistan,33,65,NF,1
AFG,2013,6.84,3.01,1.52,17.24,16.87,NA,Afghanistan,33,65,NF,1
ALB,1992,2.15,-0.34,0.37,14.99,14.69,NA,Albania,41,20,PF,0
ALB,1993,2.64,0.21,0.55,14.99,14.67,NA,Albania,41,20,PF,0
ALB,1994,4.45,0.69,0.7,14.98,14.47,NA,Albania,41,20,PF,0
ALB,1995,4.62,0.89,0.77,14.97,14.55,NA,Albania,41,20,PF,0
ALB,1996,4.54,1.1,1.03,14.97,14.52,NA,Albania,41,20,PF,0
ALB,1997,3.35,0.79,0.73,14.96,14.25,NA,Albania,41,20,PF,0
ALB,1998,3.92,1,0.79,14.96,14.38,NA,Albania,41,20,PF,0
ALB,1999,4.35,1.23,1.25,14.95,14.91,NA,Albania,41,20,PF,0
ALB,2000,5.1,1.3,1.32,14.94,14.92,NA,Albania,41,20,PF,0
ALB,2001,5.02,1.41,1.27,14.93,14.99,NA,Albania,41,20,PF,0
ALB,2002,5.32,1.49,1.51,14.93,15.14,25.4,Albania,41,20,PF,0
ALB,2003,4.98,1.73,1.41,14.93,15.27,NA,Albania,41,20,PF,0
ALB,2004,5.26,2.01,1.33,14.92,15.24,NA,Albania,41,20,PF,0
ALB,2005,5.15,2.13,1.32,14.92,15.26,18.5,Albania,41,20,PF,0
ALB,2006,5.42,2.21,1.1,14.91,15.17,NA,Albania,41,20,PF,0
ALB,2007,5.72,2.37,1.31,14.9,15.31,NA,Albania,41,20,PF,0
ALB,2008,5.87,2.56,1.45,14.9,15.35,12.4,Albania,41,20,PF,0
ALB,2009,5.47,2.49,1.5,14.89,15.32,NA,Albania,41,20,PF,0
ALB,2010,6.2,2.48,1.57,14.88,15.3,NA,Albania,41,20,PF,0
ALB,2011,6.23,2.56,1.65,14.88,15.36,NA,Albania,41,20,PF,0
ALB,2012,6.26,2.51,1.4,14.88,15.37,14.3,Albania,41,20,PF,0
ALB,2013,6.33,2.56,1.52,14.88,15.39,NA,Albania,41,20,PF,0
DZA,1992,8.87,3.87,2.64,17.12,18.22,NA,Algeria,28,3,NF,1
DZA,1993,8.72,3.91,2.64,17.14,18.23,NA,Algeria,28,3,NF,1
DZA,1994,8.8,3.75,2.66,17.16,18.28,NA,Algeria,28,3,NF,1
DZA,1995,8.88,3.73,2.67,17.18,18.37,NA,Algeria,28,3,NF,1
DZA,1996,8.87,3.85,2.72,17.2,18.39,NA,Algeria,28,3,NF,1
DZA,1997,8.51,3.87,2.73,17.21,18.3,NA,Algeria,28,3,NF,1
DZA,1998,8.53,3.88,2.83,17.23,18.49,NA,Algeria,28,3,NF,1
DZA,1999,8.47,3.88,2.92,17.24,18.34,NA,Algeria,28,3,NF,1
DZA,2000,8.84,4,2.98,17.26,18.29,NA,Algeria,28,3,NF,1
DZA,2001,8.73,4,3.03,17.27,18.25,NA,Algeria,28,3,NF,1
DZA,2002,8.8,4.04,3.07,17.28,18.32,NA,Algeria,28,3,NF,1
DZA,2003,8.49,4.22,3.16,17.29,18.34,NA,Algeria,28,3,NF,1
DZA,2004,8.72,4.45,3.2,17.31,18.31,NA,Algeria,28,3,NF,1
DZA,2005,8.55,4.64,3.31,17.32,18.49,NA,Algeria,28,3,NF,1
DZA,2006,8.85,4.76,3.29,17.33,18.43,NA,Algeria,28,3,NF,1
DZA,2007,9,4.91,3.34,17.35,18.51,NA,Algeria,28,3,NF,1
DZA,2008,9,5.14,3.42,17.37,18.53,NA,Algeria,28,3,NF,1
DZA,2009,9,4.92,3.34,17.38,18.61,NA,Algeria,28,3,NF,1
DZA,2010,9.54,5.08,3.52,17.4,18.6,NA,Algeria,28,3,NF,1
DZA,2011,9.42,5.29,3.64,17.42,18.62,NA,Algeria,28,3,NF,1
DZA,2012,9.55,5.32,3.76,17.44,18.68,NA,Algeria,28,3,NF,1
DZA,2013,9.61,5.35,3.81,17.46,18.71,NA,Algeria,28,3,NF,1
AND,1992,4.26,0.19,NA,10.98,NA,NA,Andorra,42.5,1.6,F,0
AND,1993,4.33,0.01,NA,11.02,NA,NA,Andorra,42.5,1.6,F,0
AND,1994,4.56,0.02,NA,11.05,NA,NA,Andorra,42.5,1.6,F,0
AND,1995,4.68,0.16,NA,11.06,12.92,NA,Andorra,42.5,1.6,F,0
AND,1996,4.61,0.2,NA,11.07,12.96,NA,Andorra,42.5,1.6,F,0
AND,1997,4.53,0.17,NA,11.07,13.04,NA,Andorra,42.5,1.6,F,0
AND,1998,4.52,0.19,NA,11.06,13.09,NA,Andorra,42.5,1.6,F,0
AND,1999,4.48,0.21,NA,11.07,13.15,NA,Andorra,42.5,1.6,F,0
AND,2000,4.69,0.13,NA,11.09,13.17,NA,Andorra,42.5,1.6,F,0
AND,2001,4.79,0.23,NA,11.12,13.17,NA,Andorra,42.5,1.6,F,0
AND,2002,4.94,0.38,NA,11.17,13.18,NA,Andorra,42.5,1.6,F,0
AND,2003,4.48,0.65,NA,11.22,13.19,NA,Andorra,42.5,1.6,F,0
AND,2004,4.78,0.84,NA,11.27,13.24,NA,Andorra,42.5,1.6,F,0
AND,2005,4.7,0.93,NA,11.3,13.26,NA,Andorra,42.5,1.6,F,0
AND,2006,4.67,1.04,NA,11.33,13.21,NA,Andorra,42.5,1.6,F,0
AND,2007,4.78,1.18,NA,11.35,13.2,NA,Andorra,42.5,1.6,F,0
AND,2008,4.94,1.31,NA,11.36,13.2,NA,Andorra,42.5,1.6,F,0
AND,2009,4.94,NA,NA,11.36,13.16,NA,Andorra,42.5,1.6,F,0
AND,2010,5.17,NA,NA,11.34,13.16,NA,Andorra,42.5,1.6,F,0
AND,2011,5.02,NA,NA,11.32,13.1,NA,Andorra,42.5,1.6,F,0
AND,2012,5.01,NA,NA,11.28,13.1,NA,Andorra,42.5,1.6,F,0
AND,2013,5.09,NA,NA,11.24,13.1,NA,Andorra,42.5,1.6,F,0
AGO,1992,5.55,1.75,0.01,16.29,15.3,NA,Angola,-12.5,18.5,NF,1
AGO,1993,5.24,1.66,0.06,16.32,15.57,NA,Angola,-12.5,18.5,NF,1
AGO,1994,5.33,1.4,0.07,16.35,15.17,NA,Angola,-12.5,18.5,NF,1
AGO,1995,5.46,1.62,0.07,16.38,16.21,NA,Angola,-12.5,18.5,NF,1
AGO,1996,5.65,2.02,0.08,16.41,16.17,NA,Angola,-12.5,18.5,NF,1
AGO,1997,5.46,2.03,0.2,16.44,15.81,NA,Angola,-12.5,18.5,NF,1
AGO,1998,5.72,1.86,0.28,16.47,15.8,NA,Angola,-12.5,18.5,NF,1
AGO,1999,5.76,1.82,0.1,16.5,16.03,NA,Angola,-12.5,18.5,NF,1
AGO,2000,6.02,2.21,0.18,16.53,16.07,NA,Angola,-12.5,18.5,NF,1
AGO,2001,6.01,2.19,0.3,16.56,16.09,NA,Angola,-12.5,18.5,NF,1
AGO,2002,5.95,2.53,0.38,16.59,16.35,NA,Angola,-12.5,18.5,NF,1
AGO,2003,5.75,2.65,0.5,16.63,16.02,NA,Angola,-12.5,18.5,NF,1
AGO,2004,6.2,2.98,0.47,16.67,16.75,NA,Angola,-12.5,18.5,NF,1
AGO,2005,6.1,3.34,0.73,16.7,16.77,NA,Angola,-12.5,18.5,NF,1
AGO,2006,6.43,3.73,1.05,16.74,16.92,NA,Angola,-12.5,18.5,NF,1
AGO,2007,6.59,4.1,1,16.77,17.04,NA,Angola,-12.5,18.5,NF,1
AGO,2008,6.86,4.43,1.29,16.8,17.12,36.6,Angola,-12.5,18.5,NF,1
AGO,2009,7.08,4.32,1.42,16.84,17.2,NA,Angola,-12.5,18.5,NF,1
AGO,2010,7.49,4.41,1.54,16.87,17.21,NA,Angola,-12.5,18.5,NF,1
AGO,2011,7.47,4.65,1.58,16.9,17.21,NA,Angola,-12.5,18.5,NF,1
AGO,2012,7.64,4.75,1.58,16.94,17.32,NA,Angola,-12.5,18.5,NF,1
AGO,2013,7.73,4.82,1.95,16.97,17.3,NA,Angola,-12.5,18.5,NF,1
ATG,1992,2.8,-0.86,-2.49,11.06,12.58,NA,Antigua and Barbuda,17.05,-61.8,F,0
ATG,1993,3.37,-0.78,-2.49,11.08,12.63,NA,Antigua and Barbuda,17.05,-61.8,F,0
ATG,1994,3.83,-0.69,-2.47,11.11,12.65,NA,Antigua and Barbuda,17.05,-61.8,F,0
ATG,1995,3.75,-0.7,-2.46,11.13,12.68,NA,Antigua and Barbuda,17.05,-61.8,F,0
ATG,1996,3.83,-0.61,-2.46,11.16,12.68,NA,Antigua and Barbuda,17.05,-61.8,F,0
ATG,1997,3.7,-0.54,-2.45,11.19,12.73,NA,Antigua and Barbuda,17.05,-61.8,F,0
ATG,1998,3.61,-0.48,-2.43,11.21,12.72,NA,Antigua and Barbuda,17.05,-61.8,F,0
ATG,1999,3.66,-0.43,-2.43,11.24,12.76,NA,Antigua and Barbuda,17.05,-61.8,F,0
ATG,2000,4.07,-0.24,-2.03,11.26,12.75,NA,Antigua and Barbuda,17.05,-61.8,F,0
ATG,2001,4.1,-0.26,-1.9,11.28,12.75,NA,Antigua and Barbuda,17.05,-61.8,F,0
ATG,2002,4.21,-0.22,-1.79,11.29,12.8,NA,Antigua and Barbuda,17.05,-61.8,F,0
ATG,2003,3.92,-0.17,-1.69,11.3,12.87,NA,Antigua and Barbuda,17.05,-61.8,F,0
ATG,2004,4.02,-0.11,-1.64,11.31,12.92,NA,Antigua and Barbuda,17.05,-61.8,F,0
ATG,2005,3.73,0,-1.55,11.32,12.93,NA,Antigua and Barbuda,17.05,-61.8,F,0
ATG,2006,3.96,0.13,-1.49,11.33,12.96,NA,Antigua and Barbuda,17.05,-61.8,F,0
ATG,2007,4.18,0.25,-1.41,11.34,13.06,NA,Antigua and Barbuda,17.05,-61.8,F,0
ATG,2008,4.2,0.3,-1.38,11.35,13.08,NA,Antigua and Barbuda,17.05,-61.8,F,0
ATG,2009,4.28,0.19,-1.25,11.37,13.14,NA,Antigua and Barbuda,17.05,-61.8,F,0
ATG,2010,4.71,0.13,-1.26,11.38,13.17,NA,Antigua and Barbuda,17.05,-61.8,F,0
ATG,2011,4.65,0.12,-1.24,11.39,13.15,NA,Antigua and Barbuda,17.05,-61.8,F,0
ATG,2012,4.51,0.19,-1.23,11.4,13.17,NA,Antigua and Barbuda,17.05,-61.8,F,0
ATG,2013,4.44,0.18,-1.21,11.41,13.17,NA,Antigua and Barbuda,17.05,-61.8,F,0
ARG,1992,9.12,5.43,3.81,17.33,18.61,NA,Argentina,-34,-64,F,0
ARG,1993,9.2,5.47,3.88,17.35,18.59,NA,Argentina,-34,-64,F,0
ARG,1994,9.45,5.55,3.91,17.36,18.63,NA,Argentina,-34,-64,F,0
ARG,1995,9.45,5.55,4.01,17.37,18.62,NA,Argentina,-34,-64,F,0
ARG,1996,9.52,5.61,4.06,17.38,18.68,NA,Argentina,-34,-64,F,0
ARG,1997,9.24,5.68,4.14,17.39,18.72,NA,Argentina,-34,-64,F,0
ARG,1998,9.39,5.7,4.22,17.41,18.74,NA,Argentina,-34,-64,F,0
ARG,1999,9.45,5.65,4.25,17.42,18.8,NA,Argentina,-34,-64,F,0
ARG,2000,9.69,5.65,4.29,17.43,18.76,NA,Argentina,-34,-64,F,0
ARG,2001,9.64,5.59,4.32,17.44,18.7,NA,Argentina,-34,-64,F,0
ARG,2002,9.6,4.63,4.28,17.45,18.63,NA,Argentina,-34,-64,F,0
ARG,2003,9.36,4.86,4.37,17.46,18.71,NA,Argentina,-34,-64,F,0
ARG,2004,9.55,5.21,4.43,17.47,18.87,NA,Argentina,-34,-64,F,0
ARG,2005,9.42,5.41,4.48,17.48,18.9,NA,Argentina,-34,-64,F,0
ARG,2006,9.68,5.58,4.58,17.49,18.98,NA,Argentina,-34,-64,F,0
ARG,2007,9.72,5.8,4.61,17.5,19.01,NA,Argentina,-34,-64,F,0
ARG,2008,9.75,6.01,4.65,17.51,19.07,NA,Argentina,-34,-64,F,0
ARG,2009,9.79,5.94,4.66,17.52,19.01,NA,Argentina,-34,-64,F,0
ARG,2010,10.13,6.14,4.71,17.53,19,NA,Argentina,-34,-64,F,0
ARG,2011,10.02,6.32,4.74,17.54,19.06,NA,Argentina,-34,-64,F,0
ARG,2012,10.14,6.4,4.76,17.56,19.07,NA,Argentina,-34,-64,F,0
ARG,2013,10.15,6.41,4.7,17.57,19.06,NA,Argentina,-34,-64,F,0
ARM,1992,5,0.24,1.85,15.05,15.21,NA,Armenia,40,45,PF,0
ARM,1993,3.88,0.18,1.31,15.03,14.88,NA,Armenia,40,45,PF,0
ARM,1994,4.33,0.27,1.19,15.01,14.9,NA,Armenia,40,45,PF,0
ARM,1995,3.83,0.38,1.05,14.99,15.07,NA,Armenia,40,45,PF,0
ARM,1996,4.7,0.47,1.25,14.97,14.77,NA,Armenia,40,45,PF,0
ARM,1997,4.97,0.49,1.45,14.96,15,NA,Armenia,40,45,PF,0
ARM,1998,4.95,0.64,1.3,14.95,15.04,NA,Armenia,40,45,PF,0
ARM,1999,4.65,0.61,1.36,14.94,14.93,NA,Armenia,40,45,PF,0
ARM,2000,5.12,0.65,1.31,14.94,15.06,NA,Armenia,40,45,PF,0
ARM,2001,4.98,0.75,1.31,14.93,15.08,48.3,Armenia,40,45,PF,0
ARM,2002,5.21,0.87,1.24,14.93,14.93,NA,Armenia,40,45,PF,0
ARM,2003,5,1.03,1.31,14.93,15.05,NA,Armenia,40,45,PF,0
ARM,2004,5.29,1.27,1.43,14.92,15.11,NA,Armenia,40,45,PF,0
ARM,2005,5.26,1.59,1.43,14.92,15.29,NA,Armenia,40,45,PF,0
ARM,2006,5.47,1.85,1.49,14.91,15.29,NA,Armenia,40,45,PF,0
ARM,2007,5.69,2.22,1.56,14.91,15.44,NA,Armenia,40,45,PF,0
ARM,2008,5.9,2.46,1.52,14.91,15.53,27.6,Armenia,40,45,PF,0
ARM,2009,5.72,2.16,1.5,14.9,15.29,34.1,Armenia,40,45,PF,0
ARM,2010,6.09,2.23,1.53,14.9,15.25,35.8,Armenia,40,45,PF,0
ARM,2011,5.96,2.32,1.63,14.9,15.42,35,Armenia,40,45,PF,0
ARM,2012,6.43,2.3,1.62,14.91,15.56,32.4,Armenia,40,45,PF,0
ARM,2013,6.29,2.34,1.65,14.91,15.52,32,Armenia,40,45,PF,0
AUS,1992,9.19,5.78,4.94,16.68,19.41,NA,Australia,-27,133,F,0
AUS,1993,9.21,5.74,4.97,16.69,19.44,NA,Australia,-27,133,F,0
AUS,1994,9.41,5.78,4.99,16.7,19.44,NA,Australia,-27,133,F,0
AUS,1995,9.36,5.91,5.03,16.71,19.46,NA,Australia,-27,133,F,0
AUS,1996,9.38,5.99,5.05,16.72,19.53,NA,Australia,-27,133,F,0
AUS,1997,9.19,6.08,5.09,16.73,19.54,NA,Australia,-27,133,F,0
AUS,1998,9.23,5.99,5.15,16.74,19.57,NA,Australia,-27,133,F,0
AUS,1999,9.26,5.96,5.17,16.76,19.6,NA,Australia,-27,133,F,0
AUS,2000,9.4,6.03,5.21,16.77,19.61,NA,Australia,-27,133,F,0
AUS,2001,9.39,5.94,5.26,16.78,19.6,NA,Australia,-27,133,F,0
AUS,2002,9.42,5.98,5.3,16.79,19.65,NA,Australia,-27,133,F,0
AUS,2003,9.15,6.15,5.3,16.81,19.63,NA,Australia,-27,133,F,0
AUS,2004,9.34,6.42,5.32,16.82,19.65,NA,Australia,-27,133,F,0
AUS,2005,9.2,6.54,5.3,16.83,19.67,NA,Australia,-27,133,F,0
AUS,2006,9.36,6.62,5.32,16.85,19.7,NA,Australia,-27,133,F,0
AUS,2007,9.42,6.75,5.37,16.85,19.71,NA,Australia,-27,133,F,0
AUS,2008,9.41,6.96,5.37,16.87,19.75,NA,Australia,-27,133,F,0
AUS,2009,9.44,6.83,5.4,16.89,19.76,NA,Australia,-27,133,F,0
AUS,2010,9.68,7.04,5.41,16.91,19.72,NA,Australia,-27,133,F,0
AUS,2011,9.55,7.24,5.42,16.92,19.73,NA,Australia,-27,133,F,0
AUS,2012,9.68,7.34,5.41,16.94,19.74,NA,Australia,-27,133,F,0
AUS,2013,9.66,7.35,5.41,16.96,19.75,NA,Australia,-27,133,F,0
AUT,1992,7.32,5.27,3.85,15.87,17.85,NA,Austria,47.3333,13.3333,F,0
AUT,1993,7.29,5.25,3.83,15.88,17.86,NA,Austria,47.3333,13.3333,F,0
AUT,1994,7.8,5.31,3.85,15.89,17.86,NA,Austria,47.3333,13.3333,F,0
AUT,1995,7.78,5.48,3.87,15.89,17.91,NA,Austria,47.3333,13.3333,F,0
AUT,1996,7.78,5.47,3.91,15.89,17.96,NA,Austria,47.3333,13.3333,F,0
AUT,1997,7.15,5.36,3.92,15.89,17.95,NA,Austria,47.3333,13.3333,F,0
AUT,1998,7.72,5.38,3.93,15.89,17.97,NA,Austria,47.3333,13.3333,F,0
AUT,1999,7.62,5.38,3.96,15.89,17.94,NA,Austria,47.3333,13.3333,F,0
AUT,2000,7.85,5.28,3.98,15.9,17.95,NA,Austria,47.3333,13.3333,F,0
AUT,2001,7.93,5.28,4.02,15.9,18,NA,Austria,47.3333,13.3333,F,0
AUT,2002,7.96,5.36,4.02,15.91,18.02,NA,Austria,47.3333,13.3333,F,0
AUT,2003,7.49,5.56,4.06,15.91,18.09,NA,Austria,47.3333,13.3333,F,0
AUT,2004,7.51,5.7,4.08,15.92,18.1,NA,Austria,47.3333,13.3333,F,0
AUT,2005,7.79,5.75,4.1,15.92,18.12,NA,Austria,47.3333,13.3333,F,0
AUT,2006,7.84,5.81,4.14,15.93,18.1,NA,Austria,47.3333,13.3333,F,0
AUT,2007,7.92,5.96,4.15,15.93,18.06,NA,Austria,47.3333,13.3333,F,0
AUT,2008,8.06,6.06,4.15,15.93,18.05,NA,Austria,47.3333,13.3333,F,0
AUT,2009,8,5.99,4.11,15.94,17.97,NA,Austria,47.3333,13.3333,F,0
AUT,2010,8.87,5.97,4.15,15.94,18.03,NA,Austria,47.3333,13.3333,F,0
AUT,2011,8.31,6.06,4.18,15.94,17.99,NA,Austria,47.3333,13.3333,F,0
AUT,2012,8.65,6.01,4.16,15.95,17.95,NA,Austria,47.3333,13.3333,F,0
AUT,2013,8.38,6.06,4.18,15.95,17.95,NA,Austria,47.3333,13.3333,F,0
AZE,1992,6.78,1.61,2.72,15.81,17.87,NA,Azerbaijan,40.5,47.5,NF,1
AZE,1993,6.61,1.38,2.66,15.83,17.71,NA,Azerbaijan,40.5,47.5,NF,1
AZE,1994,6.96,1.2,2.68,15.84,17.57,NA,Azerbaijan,40.5,47.5,NF,1
AZE,1995,6.68,1.12,2.62,15.85,17.33,NA,Azerbaijan,40.5,47.5,NF,1
AZE,1996,6.54,1.16,2.61,15.86,17.27,NA,Azerbaijan,40.5,47.5,NF,1
AZE,1997,6.27,1.38,2.65,15.87,17.21,NA,Azerbaijan,40.5,47.5,NF,1
AZE,1998,6.19,1.49,2.69,15.88,17.27,NA,Azerbaijan,40.5,47.5,NF,1
AZE,1999,6.51,1.52,2.72,15.89,17.17,NA,Azerbaijan,40.5,47.5,NF,1
AZE,2000,6.66,1.66,2.73,15.9,17.2,NA,Azerbaijan,40.5,47.5,NF,1
AZE,2001,6.75,1.74,2.75,15.91,17.17,49.6,Azerbaijan,40.5,47.5,NF,1
AZE,2002,7.04,1.83,2.78,15.92,17.2,NA,Azerbaijan,40.5,47.5,NF,1
AZE,2003,6.57,1.98,2.91,15.92,17.24,NA,Azerbaijan,40.5,47.5,NF,1
AZE,2004,6.76,2.16,2.95,15.93,17.28,NA,Azerbaijan,40.5,47.5,NF,1
AZE,2005,6.57,2.58,2.85,15.94,17.35,NA,Azerbaijan,40.5,47.5,NF,1
AZE,2006,6.79,3.04,2.97,15.95,17.48,NA,Azerbaijan,40.5,47.5,NF,1
AZE,2007,7.11,3.5,2.83,15.97,17.23,15.8,Azerbaijan,40.5,47.5,NF,1
AZE,2008,6.91,3.89,2.82,15.99,17.39,13.2,Azerbaijan,40.5,47.5,NF,1
AZE,2009,6.83,3.79,2.6,16.01,17.28,10.9,Azerbaijan,40.5,47.5,NF,1
AZE,2010,7.38,3.97,2.61,16.02,17.24,9.1,Azerbaijan,40.5,47.5,NF,1
AZE,2011,7.04,4.19,2.68,16.03,17.33,7.6,Azerbaijan,40.5,47.5,NF,1
AZE,2012,7.48,4.23,2.88,16.05,17.39,6,Azerbaijan,40.5,47.5,NF,1
AZE,2013,7.59,4.3,2.91,16.06,17.39,NA,Azerbaijan,40.5,47.5,NF,1
BHS,1992,4.36,1.13,0.02,12.49,14.4,NA,Bahamas,24.25,-76,F,0
BHS,1993,4.41,1.13,0.06,12.51,14.35,NA,Bahamas,24.25,-76,F,0
BHS,1994,4.48,1.18,0.11,12.53,14.34,NA,Bahamas,24.25,-76,F,0
BHS,1995,4.55,1.23,0.09,12.54,14.34,NA,Bahamas,24.25,-76,F,0
BHS,1996,4.56,1.28,0.12,12.56,14.33,NA,Bahamas,24.25,-76,F,0
BHS,1997,4.36,1.6,0.18,12.57,14.13,NA,Bahamas,24.25,-76,F,0
BHS,1998,4.5,1.68,0.26,12.58,14.33,NA,Bahamas,24.25,-76,F,0
BHS,1999,4.61,1.8,0.31,12.59,14.33,NA,Bahamas,24.25,-76,F,0
BHS,2000,4.8,1.84,0.38,12.6,14.33,NA,Bahamas,24.25,-76,F,0
BHS,2001,4.85,1.87,0.41,12.62,14.27,NA,Bahamas,24.25,-76,F,0
BHS,2002,4.88,1.94,0.47,12.64,14.27,NA,Bahamas,24.25,-76,F,0
BHS,2003,4.62,1.94,0.52,12.66,14.23,NA,Bahamas,24.25,-76,F,0
BHS,2004,4.56,1.96,0.51,12.68,14.36,NA,Bahamas,24.25,-76,F,0
BHS,2005,4.63,2.04,0.57,12.7,14.28,NA,Bahamas,24.25,-76,F,0
BHS,2006,4.87,2.08,0.58,12.72,14.24,NA,Bahamas,24.25,-76,F,0
BHS,2007,4.94,2.12,0.64,12.74,14.25,NA,Bahamas,24.25,-76,F,0
BHS,2008,4.97,2.11,0.5,12.76,13.86,NA,Bahamas,24.25,-76,F,0
BHS,2009,4.72,2.06,0.39,12.78,14.31,NA,Bahamas,24.25,-76,F,0
BHS,2010,5,2.07,0.42,12.8,14.72,NA,Bahamas,24.25,-76,F,0
BHS,2011,4.83,2.07,0.39,12.81,14.46,NA,Bahamas,24.25,-76,F,0
BHS,2012,5.03,2.11,0.54,12.83,14.47,NA,Bahamas,24.25,-76,F,0
BHS,2013,5.01,2.13,0.46,12.84,14.95,NA,Bahamas,24.25,-76,F,0
BHR,1992,5.91,1.56,1.24,13.17,16.25,NA,Bahrain,26,50.55,NF,1
BHR,1993,5.93,1.65,1.33,13.19,16.57,NA,Bahrain,26,50.55,NF,1
BHR,1994,6.02,1.72,1.41,13.22,16.59,NA,Bahrain,26,50.55,NF,1
BHR,1995,6.01,1.77,1.45,13.24,16.59,NA,Bahrain,26,50.55,NF,1
BHR,1996,6,1.81,1.5,13.27,16.56,NA,Bahrain,26,50.55,NF,1
BHR,1997,5.94,1.85,1.54,13.3,16.67,NA,Bahrain,26,50.55,NF,1
BHR,1998,5.88,1.82,1.6,13.33,16.73,NA,Bahrain,26,50.55,NF,1
BHR,1999,5.89,1.89,1.65,13.37,16.71,NA,Bahrain,26,50.55,NF,1
BHR,2000,5.99,2.2,1.68,13.41,16.74,NA,Bahrain,26,50.55,NF,1
BHR,2001,5.98,2.19,1.76,13.45,16.45,NA,Bahrain,26,50.55,NF,1
BHR,2002,6.04,2.27,1.84,13.49,16.57,NA,Bahrain,26,50.55,NF,1
BHR,2003,5.94,2.4,1.95,13.54,16.62,NA,Bahrain,26,50.55,NF,1
BHR,2004,5.99,2.58,2.02,13.6,16.68,NA,Bahrain,26,50.55,NF,1
BHR,2005,5.92,2.77,2.07,13.67,16.77,NA,Bahrain,26,50.55,NF,1
BHR,2006,5.98,2.92,2.17,13.75,16.75,NA,Bahrain,26,50.55,NF,1
BHR,2007,6.04,3.08,2.31,13.84,16.91,NA,Bahrain,26,50.55,NF,1
BHR,2008,6.05,3.25,2.26,13.93,16.99,NA,Bahrain,26,50.55,NF,1
BHR,2009,6.09,3.13,2.31,14,16.89,NA,Bahrain,26,50.55,NF,1
BHR,2010,6.29,3.25,2.44,14.05,16.96,NA,Bahrain,26,50.55,NF,1
BHR,2011,6.29,3.37,2.45,14.08,16.97,NA,Bahrain,26,50.55,NF,1
BHR,2012,6.28,3.43,2.46,14.1,17.19,NA,Bahrain,26,50.55,NF,1
BHR,2013,6.28,3.49,3.14,14.12,17.28,NA,Bahrain,26,50.55,NF,1
BGD,1992,6.76,3.46,1.89,18.52,16.69,NA,Bangladesh,24,90,PF,0
BGD,1993,6.8,3.5,2.02,18.55,16.67,NA,Bangladesh,24,90,PF,0
BGD,1994,6.97,3.52,2.11,18.57,16.76,NA,Bangladesh,24,90,PF,0
BGD,1995,6.98,3.64,2.15,18.59,16.94,NA,Bangladesh,24,90,PF,0
BGD,1996,6.93,3.71,2.2,18.61,16.99,NA,Bangladesh,24,90,PF,0
BGD,1997,6.6,3.75,2.24,18.63,17.04,NA,Bangladesh,24,90,PF,0
BGD,1998,6.57,3.79,2.32,18.65,17,NA,Bangladesh,24,90,PF,0
BGD,1999,6.69,3.82,2.43,18.67,17.04,NA,Bangladesh,24,90,PF,0
BGD,2000,7.01,3.85,2.52,18.69,17.14,48.9,Bangladesh,24,90,PF,0
BGD,2001,7.02,3.85,2.64,18.71,17.3,NA,Bangladesh,24,90,PF,0
BGD,2002,7.05,3.86,2.72,18.73,17.33,NA,Bangladesh,24,90,PF,0
BGD,2003,6.57,3.95,2.79,18.75,17.34,NA,Bangladesh,24,90,PF,0
BGD,2004,6.86,4.04,3.06,18.76,17.5,NA,Bangladesh,24,90,PF,0
